"FC"	"ens"	"symbol"	"A.1.alpha"	"A.1.beta"	"A.1.gamma"	"A.2.alpha"	"A.2.beta"	"A.2.gamma"	"A.3.alpha"	"A.3.beta"	"A.3.gamma"	"B.1.alpha"	"B.1.beta"	"B.1.gamma"	"B.2.alpha"	"B.2.beta"	"B.2.gamma"	"B.3.alpha"	"B.3.beta"	"B.3.gamma"	"total_mean"	"log2FC"
"1636436_at"	1	"FBgn0011217"	"eff"	4.72865022223112	4.96491047273857	5.03855284663839	5.00778236253003	4.76600084612721	4.72477955739132	4.86908397813264	4.77584623642985	4.75652558164057	4.6901349837643	4.71915523661224	4.89231487972096	4.76400850656758	4.37993553930596	4.80185326865721	4.76021084642595	4.68802000422661	4.59912189684947	4.77371595922167	0.148597437969936
"1641314_at"	1	"FBgn0051125"	"CG31125"	11.6686830068976	11.6983714227389	11.6467624886116	11.6239702597133	11.6215516542788	11.5999617129213	11.6679462206691	11.7315494530344	11.7560705078509	11.7444008213648	11.7222533531751	11.7413664000982	11.4920511510018	11.5339533245411	11.5555483001767	11.9028903849857	11.7485779091734	11.8201030749528	11.6820006358992	-0.0273642214170788
"1637482_at"	1	"FBgn0015360"	"oxt"	6.2238520809636	6.01094408794371	6.31834650771324	6.11080599002525	5.53503469924801	6.0655831751954	6.14531846951975	6.12496943900159	5.96980571672419	5.89417052003579	6.30345124565273	6.23737666789006	6.12915219436741	5.91607859512904	6.06109096859678	6.08128817178966	6.03074971534727	6.19108151113895	6.07494998646014	-0.0377532692903273
"1638882_at"	1	"FBgn0003308"	"ry"	11.8244993856814	11.8138729169201	11.8157665472049	11.8060390247744	11.799592157565	11.8342987021535	11.8907313036461	11.9180246488087	11.9601844584803	11.7823778951093	11.763348261699	11.7463075025823	11.8015980318613	11.8236768115346	11.8538294496084	12.0032307509826	11.9016479491853	11.9307761179937	11.848322328655	0.00624626385310023
"1635442_a_at"	1	"FBgn0025595"	"AkhR"	12.2601695129499	12.280483281654	12.340181882558	12.2596157264812	12.1145430324456	12.2224627622865	11.6367998760555	11.7715766377645	11.6361694535237	12.270803049909	12.2582475107362	12.1938080988503	12.1957159981011	12.2499529632091	12.2445287518276	11.5714958847579	11.6720173603938	11.5877098298577	12.0425712007423	0.0308580797862437
"1636468_a_at"	1	"FBgn0028744"	"CG5033"	11.1940638573948	11.1378005103365	11.1191338977189	11.0184951267617	10.9977622782364	11.0369994576424	11.076571070948	11.1213183383736	11.1828819862028	11.2310101962777	11.194035641461	11.1403703809958	10.9995509820119	10.9790618584182	11.0187116492251	11.2915460495427	11.1872605682005	11.2889382584379	11.1230840060103	-0.0494954512172985
"1632712_s_at"	1	"FBgn0261113"	"Xrp1"	10.1973038848873	10.1284472688018	10.1982223160197	10.3764087810976	10.2913478557795	10.3508657934766	10.0975259715098	10.1092694905256	10.1109199845476	10.2259532843332	10.2159977072148	10.2314402856182	10.2892122262588	10.2772244076576	10.2602629077873	10.3366496198332	10.2401803708896	10.2917196098369	10.234941764782	-0.0564810080871219
"1623238_at"	1	"FBgn0036975"	"CG5618"	11.9834831595509	11.9015341008757	11.9472918756516	11.8475879850315	11.8503938100733	11.8433297855676	11.9498641638543	11.9427173592539	11.9668252152463	11.9222060267238	11.9492308066267	11.8972788362033	11.7965927908508	11.7024869187674	11.7563112080159	12.0909155331945	12.0072847680715	12.0311421555275	11.9103598055048	0.00884204568041014
"1631638_at"	1	"FBgn0030964"	"Pvf1"	12.4528683813816	12.5162124743102	12.4966395779853	12.7418473969169	12.6582796471751	12.6369408851281	11.702889677137	11.6848822257922	11.6714901122625	12.4544606202261	12.4424137237552	12.5186787577087	12.6441899921994	12.7410773407517	12.7459607661066	11.7598238430995	11.7968102518513	11.7662066631172	12.3017595742725	-0.0341746200807567
"1627033_at"	1	"FBgn0034487"	"Efhc1.2"	5.68110019801304	5.49055155453709	5.64538876116293	5.64924788678296	5.48177791409904	5.73589916186088	5.12245213873537	5.00064630585011	4.9521652282202	5.39004149905419	5.79003274437763	5.69566244788776	5.80997213397239	5.61464735984218	5.80085285701981	4.98767357531921	4.83047990731378	5.07819223537634	5.4309324394125	-0.0264806234335193
"1641072_at"	1	"FBgn0037327"	"PEK"	8.57800925644948	8.4565717042216	8.48496660134832	8.18653180521891	7.83363543125607	8.13592826347047	7.64336418037398	7.56771407062934	7.64911913525598	8.34519494554966	8.55493744753115	8.55491101808832	8.28071242767526	8.16545256720434	8.1668025162271	7.61468469038273	7.55583922805729	7.56481761813907	8.07439960594884	-0.0297235567367515
"1634550_at"	1	"FBgn0037657"	"hyx"	10.4863487288408	10.5084157183814	10.5172825769081	10.5612662890486	10.5764867150467	10.5589925988976	10.4131423525405	10.4012584220429	10.4051643639101	10.5278541626758	10.5533011457031	10.5830532797421	10.5255423921321	10.498077288776	10.5565642018188	10.5735185084487	10.4830256119239	10.5300404598102	10.5144074898137	-0.0447354761571095
"1624856_at"	1	"FBgn0028525"	"c(2)M"	11.3059657253907	11.4501256253957	11.4193827107662	11.5197067977461	11.4412364325728	11.5394311761934	11.3620106703247	11.2183769044151	11.2016787447977	11.3256571145202	11.3106612512958	11.4315770293815	11.604465833619	11.6505024501393	11.6572283813008	11.0287332191867	11.2500570780409	11.0544192216793	11.3761786870426	0.0160681342709879
"1632322_at"	1	"FBgn0038809"	"CG16953"	11.1791515799211	11.2203911751329	11.1923787265729	11.184062726474	11.1351717865959	11.1373941809591	11.3275086802005	11.2317887266212	11.2984591387869	11.1078490232411	11.1084741176925	11.0890000480262	11.1973142097899	11.1875467852806	11.1462458673856	11.2809005612865	11.3170769339738	11.2456069049481	11.1992400651605	0.0251435855155773
"1636815_a_at"	1	"FBgn0002973"	"numb"	11.3292812334939	11.3569545022021	11.2551480905451	11.0788012467468	11.1158954363632	11.1209530031618	10.9916171280372	10.8954856219081	10.919100363598	11.3788264663817	11.4494442332813	11.4279626163722	11.3328471875755	11.3688408986849	11.2468255272039	11.0852977577603	11.1189608726663	11.1328699460415	11.2002840073347	-0.164293208879045
"1635298_at"	1	"FBgn0036479"	"CG13458"	12.3691921853879	12.3269289174477	12.3246805403609	12.140265015632	12.2000096371009	12.1527320048154	11.6019064604599	11.5740985560319	11.6555691281893	12.4057238076941	12.3777516063179	12.4273305439919	12.289838877954	12.2179473637395	12.2530978692591	11.5912088511925	11.6452228931636	11.661149760561	12.06748077885	-0.0582099031608561
"1635491_s_at"	1	"FBgn0040340"	"TRAM"	11.3318987547091	11.3878506345774	11.3673522204617	12.0325643846816	12.0397096346939	12.0315087753797	11.607288489169	11.6112638021278	11.6581304912935	11.3129723753529	11.408440470284	11.363307295239	12.1164621761898	12.0946390388002	12.1015306440169	11.6275619233713	11.5571779140567	11.6712854334637	11.684496914326	-0.0206455648534227
"1623173_at"	1	"FBgn0038012"	"CG10013"	5.48051643268272	5.44220305872511	5.7516482524051	5.54233017854171	5.37335760675308	5.52412887875721	5.61014537309444	5.34152082444915	5.06534191932019	4.97431603521479	5.45534480747405	5.55658806729189	5.64333543679863	5.38611009549231	5.28202598225015	5.27036775403754	4.92323199683149	5.26683584455465	5.38274158581523	0.152559611642578
"1633322_at"	1	"FBgn0030177"	"CG2972"	11.2022671192499	11.2786460226325	11.2366094468777	11.1571426833157	11.1700867600156	11.1548466564941	10.8501085535623	10.8907417277062	10.8582381532147	11.2451789355002	11.332895266752	11.2988707289602	11.1777186535485	11.1722467863646	11.1341085764865	10.8850326224364	10.8587173411622	10.9327111070777	11.1020092856309	-0.0265325439132891
"1631122_at"	1	"FBgn0039055"	"Rassf"	7.85546800118652	7.77266013472679	7.87573394098189	7.89066140138033	7.59710400317882	7.77563147166273	7.83893509870119	7.73115715487576	7.74855084339616	8.10969305068194	8.05240090373405	8.15404485292586	7.80732921651201	7.67840308608426	7.76557138020751	7.8666878528274	7.75954560215321	7.88735713230347	7.84260750708444	-0.110570114148836
"1640714_at"	1	"FBgn0026563"	"CG1979"	12.7948498651122	12.7719789056205	12.8480760329463	12.4704096662737	12.4694236697376	12.489851744288	12.6625509526533	12.5802705807849	12.6454519580038	12.5421450135267	12.5361724245676	12.47565026686	12.3238232297612	12.3030031622083	12.2927137006774	12.547152372189	12.5678593971183	12.5832095662968	12.5502551393681	0.173459360246111
"1629382_at"	1	"FBgn0028380"	"fal"	12.5684160173288	12.5942801846737	12.6389695048642	12.5841504050639	12.5525448194242	12.5489588526903	12.4343945952907	12.4384793917752	12.3642952087363	12.6535881881206	12.6296473300122	12.7055597225641	12.6103235053447	12.6711319616987	12.6864798478861	12.385293031326	12.4641150725196	12.4115859868155	12.5523452014519	-0.0548039629378003
"1624632_at"	1	"FBgn0011606"	"Klp3A"	7.08692851195038	7.00086613163336	7.04018376770776	6.90250708356656	6.90374528409769	6.73577713454565	6.84796506992908	6.77615668753996	6.86262593258373	6.74086678052404	6.74893092154205	6.89791796153198	6.73307185853857	6.75561934215227	6.7380621649943	6.9517690571793	6.95772148912301	6.71714555764144	6.85543670759895	0.101738941147468
"1638226_at"	1	"FBgn0039326"	"CG10562"	9.45949033804809	9.28142982955897	9.33380396372709	8.92661317842905	8.87663540548786	8.97007059506041	9.28889686819307	9.23826782984845	9.26225660724473	9.28114805033275	9.36621773406254	9.30893643268059	8.8337601140005	8.77289139807682	8.74431559532107	9.34060933238307	9.19553095948245	9.3564844542394	9.15763103812094	0.048618949446503
"1634442_at"	1	"FBgn0003444"	"smo"	3.48480706536594	3.32439062973256	3.78473997781004	3.40951334892813	3.53042757502247	3.4482489280686	3.44362402864463	3.49496743946539	3.50774430515054	3.21541045001449	3.20256604945914	3.44212926724203	3.73902439550491	3.41648919513184	3.57393014275878	3.30708920536737	3.46230770115353	3.44014117906528	3.45708616021587	0.0699306347212145
"1630269_s_at"	1	"FBgn0003415"	"skd"	6.57775490778544	6.53461185699392	6.95210131082271	6.07548735854267	5.78718419793612	6.18930477469532	5.45873901473281	5.49187412067327	5.53797518852597	5.98645726978742	6.33066431180193	6.26403647090861	6.21073844995018	6.10454596609245	6.42874084024852	5.17598499269429	5.59585618801029	4.72822144134958	5.96834881453064	0.197754088873885
"1627667_at"	1	"FBgn0035393"	"CG16753"	10.8506575766957	10.8079487537125	10.8273930160182	10.7217529028827	10.681158852597	10.6706711649684	10.5306999710088	10.5828611037656	10.5644622917091	10.999773462507	10.9610744115385	10.999983263187	10.8244629942397	10.7856229455918	10.821065841361	10.6270689589866	10.5592197005201	10.665790357619	10.748981531606	-0.11182847802141
"1637286_a_at"	1	"FBgn0003209"	"raw"	2.947369383006	3.14745823935998	3.06011460084459	3.01069472419392	2.9753339698462	3.07363680327684	3.03439269561585	2.93822696706006	2.90335696768517	2.90662905577905	3.05102929645531	2.98311746022348	3.05386854941085	2.97034127945272	3.13768893549835	2.89074511604053	2.96528056733259	3.09371596276976	3.00794447632507	0.00424090310288561
"1630957_s_at"	1	"FBgn0037203"	"slif"	10.6331820601031	10.5210857808148	10.4812213773553	10.3980403104505	10.3286704516246	10.3770600880623	10.486013898554	10.4224917168062	10.4507598246465	10.6205298262437	10.7477564154436	10.7090216553718	10.6869954294097	10.6570072467302	10.6422652557902	10.6015816455916	10.5978445081931	10.5947523687561	10.553126658886	-0.195469871456966
"1628947_s_at"	1	"FBgn0002778"	"mnd"	12.4075346679307	12.3982777259044	12.4010401653643	13.0630154504849	13.0593402483836	13.0792976129918	12.5959468078912	12.6224588306906	12.6177468941432	12.3245139476593	12.3321332217125	12.3534997686456	13.1072285189713	13.0591457150151	13.1133691454638	12.4826697863666	12.5125303689353	12.5495041342107	12.6710696117092	0.0455626440893884
"1638709_at"	1	"FBgn0263864"	"Dark"	4.54414410302496	4.37774305123254	4.40477908873175	4.60709824691682	4.39934635209226	4.49683223918741	4.32500015076613	4.12899608532634	4.16641838081001	4.53497293731951	4.13034967733245	4.08626906418281	4.35033806508423	4.39284183969937	4.2613220100714	4.04782256480832	4.52411172701575	4.40054454795247	4.34327389619747	0.080198362735767
"1641650_at"	1	"FBgn0261393"	"alpha-Est5"	11.3418744015671	11.2928011966352	11.3810280242333	11.8296183676149	11.8407470066546	11.904325158419	11.6527581692768	11.6305618063628	11.6438527712261	11.4541118254215	11.4740338611478	11.3788060011365	11.939491742392	11.968461731424	12.0070802701744	11.5558886127271	11.5025087710892	11.5610104264	11.6310533413279	-0.0359807044358558
"1623320_at"	1	"FBgn0040344"	"Lztr1"	3.41136475873928	3.05440954442005	2.92818643498988	3.28459534883521	3.68065033259972	3.17871687050832	3.30251557150191	3.42591903381483	3.01638039830428	3.38191223084802	3.37408341009203	3.34012925252288	3.20358640960474	3.2174693492081	3.34008781153479	3.22179903585291	3.37806197564243	3.17998665824199	3.27332524595897	-0.039375315537157
"1633312_at"	1	"FBgn0037958"	"CG6962"	11.7812288786036	11.7397906432508	11.7829824817663	11.9724319803819	11.9859471702993	11.9557132723328	10.8831344960321	10.9488049729455	10.9330190733393	11.7313598702867	11.7450549659478	11.6591573733394	12.024452110965	11.9966470941762	12.047339536142	11.1197035274455	11.0682708131736	11.0951224218343	11.581675593459	-0.0560060827065456
"1640744_a_at"	1	"FBgn0034172"	"CG6665"	11.8951166426874	11.9337294038881	11.9063104079977	11.4316585403569	11.4344609229788	11.4448421030287	11.7659722960575	11.7610141668827	11.7401024700777	11.9800720525666	11.9806503967518	11.9531500144998	11.5489548148552	11.5308320342784	11.6154929149198	11.9281612463021	11.9456893473909	11.9054340241449	11.7612024333147	-0.119469987972668
"1635633_s_at"	1	"FBgn0263144"	"bin3"	4.078225171972	4.14292226798754	4.10279228812985	3.66169326523398	3.93885676699588	4.0350768186481	4.04935763794464	3.81902835681788	3.87646224617404	3.96659580704204	3.90407397414708	3.85056653412058	4.06015386856176	3.85118035875547	3.90549804549759	3.90187838452871	3.67571620261207	3.89034579214178	3.92835687707283	0.0776006502774256
"1629473_at"	1	"FBgn0004876"	"cdi"	7.31977903469496	6.96084600377563	7.41006403624855	7.13053081080419	6.78569747076801	6.96790390539138	7.10279755271878	7.2191145665878	7.16496747172004	7.24856061006926	7.34694328557918	7.22070589867291	7.28979495226888	7.22870524187127	7.13644266197035	7.20979290233332	7.1032358646174	7.23089112436255	7.17093185524747	-0.105930187670642
"1632098_at"	1	"FBgn0032138"	"CG4364"	10.2222406415266	10.1487487447453	10.2590341324885	10.0819185524194	10.0905335438292	10.1161229712832	10.2443653774927	10.2524352754099	10.2334608304162	10.1592523119836	10.1601510067977	10.2448021824666	10.0554645968748	9.88286550425611	10.0542652348806	10.4118901168549	10.3005269003285	10.3408232322995	10.1810500642418	0.00431322031874437
"1638857_at"	1	"FBgn0031493"	"Sf3b2"	4.97914660105873	4.72849706569444	4.97978029658525	4.91911629260483	4.69388631802764	5.08292645685683	4.97545091803096	4.88760524946514	4.97614153208495	5.11932703346405	5.1558579967819	4.94480889006151	5.05738448097807	5.01518421576845	5.06561389208937	5.11116201593168	4.65458937560038	4.91746473121101	4.95910796457196	-0.0909824334975164
"1636569_a_at"	1	"FBgn0033538"	"CG11883"	10.5645313094878	10.45765609248	10.4838179241588	10.4713474397264	10.4282889390816	10.4525912912514	10.5078847829915	10.4704800130764	10.4733071210617	10.5146356065535	10.6100050444824	10.6888728991154	10.4643286865916	10.4062716584196	10.4245310675989	10.3578387829517	10.5968283709184	10.3858852430794	10.4866167929459	-0.0154769384883657
"1638713_at"	1	"FBgn0260499"	"qvr"	3.48849953365353	3.53805227731758	3.49995180572679	3.4069390725619	3.62858108324986	3.37967328140332	3.56226874383078	3.49812577531113	3.38273659581875	3.85175824588583	3.35453961786052	3.44999342669978	3.62096401815503	3.39627184707829	3.54729684462806	3.58763352438416	3.60427451571997	3.48619942336449	3.5157644240361	-0.0571225883224993
"1640476_at"	1	"FBgn0032169"	"CG4709"	10.321785791124	10.2509896811531	10.3574484855353	10.1582695432383	10.1641475043656	10.197873759649	10.3104363944107	10.2935694905832	10.3707357398342	10.4671443621969	10.5630965509983	10.5080587315077	10.4884029490941	10.4578604523696	10.4479664550476	10.4000175513596	10.4270543211085	10.4760212133623	10.3700488320521	-0.201151799683466
"1631059_at"	1	"FBgn0003093"	"Pkc98E"	11.558876027165	11.5335712223805	11.5101381075521	11.1926623354801	11.156339564904	11.1698727071846	11.4035302936737	11.4155734691437	11.453783678256	11.4566209143281	11.51357021044	11.4564562200156	11.0755679531681	11.0692692032737	11.0555866775356	11.4293858090415	11.507554634536	11.431735804343	11.3550052684679	0.0442888865620112
"1629647_at"	1	"FBgn0038092"	"beat-Vb"	10.6974567021088	10.6180329983716	10.7343061742394	11.2260343695266	11.2906334944981	11.2857535032338	10.9637992173723	10.7819367937107	10.8849576821143	10.577277466834	10.6611479880866	10.63360172284	11.328265927422	11.3104750124775	11.3383581258894	10.9282099497663	10.7924815922228	10.9261543365451	10.9432712809589	-0.00145124298978772
"1625437_at"	1	"FBgn0042177"	"Arts"	10.6636217412262	10.7019660087915	10.7089725562827	10.8572520312938	10.8057150278349	10.8085806102607	10.5023789838535	10.5181848934815	10.4586990133638	10.6504868518805	10.5994182612112	10.6324657780348	10.9514694150368	10.8940602872943	10.9223778140565	10.3110767054977	10.4232275616361	10.3540476131185	10.6535556196753	0.0318600642913562
"1636163_at"	1	"FBgn0000120"	"Arr1"	12.3278919825989	12.361721533747	12.3576202880102	12.3022780451996	12.3101855569325	12.334548183189	11.7573366456677	11.7610281654197	11.8159037096757	12.4468756503592	12.4204888693507	12.4037335808098	12.3608230967921	12.3845909425699	12.4563023763601	11.8118379134345	11.7099917225257	11.7567653596197	12.1711068679034	-0.0469883779312656
"1641492_at"	1	"FBgn0034070"	"SP2353"	5.04745716916667	5.11953670697278	5.20096993283567	5.06132678129613	5.26366212221994	5.01825260886964	5.21146364392175	4.83330887342418	4.69151687865741	4.93206900981291	5.03013529058195	5.02944340991783	5.03457523009843	4.99349614232632	5.06140898527155	4.76722746878395	4.91790254537215	4.73749209698928	4.99729138313992	0.104860504245534
"1633225_at"	1	"FBgn0052278"	"CG32278"	9.18166781440729	9.06427537071327	9.11607054517952	9.14312846983566	9.01149729295475	9.09315657674609	9.11178155893426	9.03469606012322	9.11997288221892	9.40061125232635	9.46605926190881	9.36436292321639	9.15668303743116	9.1395938900903	9.14186133559721	9.2345072510874	9.27367019806045	9.24186541357235	9.18308117413352	-0.171440888019715
"1624134_a_at"	1	"FBgn0034650"	"NC2alpha"	9.56709356120677	9.54947319373488	9.5868726907451	9.33624638457932	9.30375725560338	9.30744780375142	9.72202786781551	9.71025763029387	9.76501776953537	9.70138906472785	9.75858257389778	9.64819910016435	9.51629984235878	9.38391154299871	9.50296909571517	9.8979257848514	9.79569262511857	9.84088422628885	9.60522488963262	-0.133073299872871
"1624519_at"	1	"FBgn0004623"	"Gbeta76C"	10.407887277879	10.307538387744	10.3871852702476	10.2317996499215	10.1477287347012	10.140183708096	10.5287452146983	10.5518849155201	10.5170130080879	10.5016638863324	10.5412451696562	10.518146131803	10.2827386514903	10.2888538723078	10.2497312660927	10.7118630287944	10.6347462958118	10.6674666462004	10.4231345064103	-0.130720975732599
"1624644_a_at"	1	"FBgn0039560"	"BOD1"	10.1460744597362	10.0412840553751	10.1038307640119	10.134971443971	10.0709023430927	10.1355923882413	10.1634164070591	10.166877002028	10.2137433721515	10.1062297012967	10.1871965067635	10.1089596115448	10.1970011236564	10.0721453863704	10.1161702118592	10.3719735853595	10.140573504722	10.2338304627328	10.1505984627762	-0.0397097620709435
"1636990_at"	1	"FBgn0027535"	"botv"	8.74712796229018	8.47970629671897	8.60311605110125	8.2599781945994	8.08955370094133	8.23749828354689	8.2399771163203	8.30323833157401	8.28932509306123	8.09305003420221	8.2174924349339	8.20014060252015	8.15025569436051	8.06231092946196	8.06139258315532	8.31889425294136	8.21297610963578	8.21370482044378	8.2655410273227	0.191033729833176
"1631871_at"	1	"FBgn0040508"	"ACXC"	8.81281388868654	8.50165644554401	8.80535096972958	8.42778949334324	8.27483734888699	8.42599366646642	8.78044181909683	8.74211252908392	8.82780157284506	8.68380651785086	8.90796933134986	8.75615582481431	8.62021234117517	8.44211826960476	8.50145807098175	8.99855897776764	8.92598137913871	8.90287436293208	8.68544071162765	-0.126704149103617
"1627100_s_at"	1	"FBgn0024244"	"drm"	2.91857060464545	2.94243196718141	2.78801471175583	2.84249387151758	2.83385466528769	2.89328460164577	2.99531247358293	2.82730047873177	2.95482230119969	2.79452775494493	3.08829212092407	2.79572161319312	2.93405381151193	2.7518259147805	3.0516731204888	3.13577426488026	2.97910224594258	3.00923053201685	2.91868261412395	-0.0604573003483244
"1633184_at"	1	"FBgn0037064"	"CG9389"	9.69780235939987	9.52144363930957	9.65323228853446	9.82873265913565	9.8566461088089	9.81224121721683	9.58663979164083	9.63158499336096	9.62793769101814	9.54618747796536	9.6422597127709	9.69564749249956	9.76529487801184	9.73507533604635	9.85219571275435	9.81310174483548	9.58568705093679	9.73419958547342	9.69921720776218	-0.0170431380965379
"1635541_s_at"	1	"FBgn0043070"	"MESK2"	8.9322050253355	8.91651780315006	8.91452806618168	9.22541246476338	9.139213062966	9.23181923839979	8.05232728688061	8.04398614192193	8.15666017688049	8.97975040750553	9.08073376646932	9.05324307159793	9.26947920157335	9.18569978300151	9.24394287452388	8.34071652055706	7.99447376965061	8.23242145481662	8.77739611756529	-0.0853101759129302
"1630023_at"	1	"FBgn0031820"	"Daxx"	8.49513064359421	8.28432184898874	8.32455294606256	8.22963746087032	7.99009022970104	8.1857678951683	8.22232399313096	8.17118809281057	8.27815546469105	8.37196550266171	8.50795955249249	8.42520246916907	8.47077345586643	8.34336484747239	8.31891992602925	8.53249412562233	8.30846424128977	8.46434335903485	8.329147558592	-0.173590989402282
"1637771_s_at"	1	"FBgn0033544"	"CG7220"	12.6372059227413	12.6617490998789	12.6719125862588	12.7327584295895	12.7102330236109	12.7498823166517	12.7347237150128	12.7617923227268	12.6958161992181	12.826120759739	12.7783940750442	12.8205764447381	12.6523872552972	12.6020887149125	12.7301736121732	12.6683409715731	12.6651889252695	12.6928261781254	12.7106761418089	-0.00889148013148855
"1623860_at"	1	"FBgn0029955"	"CG15478"	12.0850476579957	12.0475152099619	12.129644546912	11.70776429569	11.6621489045552	11.7370002370707	11.9736826671846	11.9908318050168	12.0136380638666	12.1604407043137	12.1407719131105	12.1245663895578	11.7146531625888	11.777938453258	11.7911719763741	12.1685331697778	11.9895590814188	12.110046869832	11.9624975060269	-0.0700453702197787
"1637671_a_at"	1	"FBgn0040777"	"CG14767"	10.6639167683841	10.5270222207638	10.6096505237093	10.424528355603	10.4111681035604	10.4750456167861	10.5683814627875	10.566831420779	10.5968788903168	10.6695820354413	10.6782700705461	10.7018306131517	10.6867862193085	10.6800259031111	10.7108510069009	10.7197805766027	10.7276279391829	10.7339677484778	10.6195636375229	-0.162810972225888
"1623242_at"	1	"FBgn0036793"	"CG4174"	3.52518436298441	3.67244644809723	3.48685661920762	3.53974975007226	3.55312227899371	3.30552372218971	3.50430000008341	3.21735128311695	3.03737380778393	3.2537162798153	3.13021335123384	3.4782980719445	3.39232847069329	3.13720374777572	3.5822949898138	3.5775474583326	3.38446337128829	3.22082259127398	3.38882203359447	0.0761133267064347
"1630880_at"	1	"FBgn0264449"	"CG43867"	8.76380677925842	8.77792362422091	8.74121220948155	8.69110790645161	8.60696830280322	8.64305453607554	8.6021682929968	8.54581109421984	8.55442920383163	8.82438213423028	8.90513188444797	8.98187333151108	8.94942497204806	8.76774673087759	8.8359765232462	8.80180664546706	8.67806106359783	8.53826814298969	8.73384185431974	-0.150687719897361
"1637784_at"	1	"FBgn0038607"	"hmw"	10.0124342832366	9.90156336620248	10.0144974252694	10.5732496467919	10.5194144089282	10.5629860747145	10.1679411519613	10.1741980245079	10.2675045832401	9.88616623557773	10.0295206901389	9.93384254047588	10.6604301232306	10.5254168023132	10.6742260130827	10.3329964775995	10.1515184024546	10.1628921323236	10.2528221323361	-0.0181356058160382
"1625843_s_at"	1	"FBgn0046874"	"Pif1B"	8.446086359256	8.21757019714033	8.32348475879349	8.31298331275709	8.0503540367905	8.37511715923079	8.02815714826399	7.99630633991272	8.09372046154059	8.13049100592274	8.32884930881331	8.26641923426465	8.26999540312764	8.12186765731003	8.27621480626089	8.21770288662497	8.0800770121114	8.25219312046879	8.210421678255	-0.0111145179132137
"1629218_at"	1	"FBgn0026015"	"Top3beta"	7.40810299681566	7.27991570969948	7.33969866782036	7.37211613988484	7.09812361842901	7.36250549754998	7.54616319344636	7.29047699317691	7.36857245551576	7.42511525152507	7.43311409576101	7.49281137446642	7.57384525305158	7.49987434417026	7.53977333852235	7.33791116567058	7.44674383011604	7.41924406399845	7.40189488831223	-0.122528604993711
"1626740_at"	1	"FBgn0036619"	"Cpr72Ec"	6.05632602715841	5.87117475138001	6.11562523784439	6.39333061945976	6.11842526403735	6.43618270529436	6.14530148732888	6.01115627040226	5.87921885762339	5.693549643291	6.08697898325701	5.69037098499494	6.53235583383351	6.27498578281262	6.49096070023376	5.87820962638166	6.00344670985679	6.09796901779119	6.09864269461007	0.0308793264529257
"1633665_at"	1	"FBgn0261524"	"lic"	11.4407075659372	11.5117887765593	11.488267742745	10.9605955237748	10.9315958045835	10.9884663525935	11.3913817609045	11.2410952667873	11.3043337272315	11.5172675030387	11.4535098465976	11.5003078636667	11.085871975775	11.0995436289573	11.0501165526662	11.4012210636498	11.416644157209	11.4348113827026	11.2898625830766	-0.0778957170162542
"1624054_at"	1	"FBgn0036752"	"Adgf-A"	10.5232636712886	10.3360752221465	10.4386092203856	10.3060307062313	10.2240864674327	10.2351373144191	10.2874106287487	10.2331483544068	10.3395462244958	10.5378678920911	10.5840460863334	10.579775462872	10.5177277934795	10.4727115587498	10.4870448364565	10.4484232253983	10.4821915029336	10.446708769649	10.415544718751	-0.181465479823121
"1630968_at"	1	"FBgn0035173"	"CG13907"	2.82445921951829	2.71765590999912	2.949039321344	2.88326581714638	2.75230081147468	2.89277143445378	2.81797856316572	2.81900987728522	2.87092037460202	2.93177273777868	2.95677919204697	2.68063142031321	2.84276963839864	2.7384295365064	2.64916502385984	2.70874252393688	2.64304523555206	2.89171100263012	2.809469313334	0.0538172242184896
"1635173_at"	1	"FBgn0031681"	"Pgant5"	7.32723444314187	6.93756746382799	7.24523694659582	6.88632662449197	6.24707337427548	6.8119733320673	7.28107555507972	7.09545137449921	7.24409856377673	6.82989035242539	6.97584158609569	6.9605503137369	6.76766860033927	6.97503208441191	7.03689916235392	7.2936416826388	7.18865257564013	7.04121239710861	7.00807924625037	0.000738769222830449
"1632410_at"	1	"FBgn0035372"	"CG12093"	12.3921290310948	12.4249670455949	12.3988028027069	12.2437011942239	12.2790506210278	12.2278972577062	12.4994763293059	12.5366437250699	12.532127870578	12.5512609019268	12.506794062745	12.5184898000643	12.3263494450917	12.3069374110561	12.2900853480636	12.6179283398743	12.5519325207079	12.5751945503923	12.4322093476239	-0.078908500290412
"1639153_at"	1	"FBgn0263697"	"Uba3"	11.3234964964261	11.2403972489215	11.250743555616	11.2876790365258	11.2764753523306	11.2740989171894	11.1796399820612	11.1604509170071	11.2151742572157	11.2413852971592	11.3102441541494	11.3039934531747	11.2601886878229	11.1899912363409	11.2741843917076	11.249011343475	11.1986805362387	11.2272816395938	11.2479509168309	-0.00520055292986754
"1636146_at"	1	"FBgn0264975"	"Nrg"	3.45648629467178	3.35583440147978	3.3964891460271	3.17785504160497	3.19453000798876	3.13596189434695	2.8296370981143	3.24847439242931	2.89856719577319	3.19413552393679	3.37991641005219	3.18036791383345	2.94568650903086	3.06708415144814	3.02691988473005	2.75202506333729	3.01314982614788	3.06480751136406	3.12877379257316	0.11886029761727
